code,caption_text
DB0qbqzMSEU,"“It’s a costume that’s been in the making for one year.”
 
The queen of Halloween Heidi Klum strikes again. 
 
This year, for the 23rd instalment of her event, Heidi Klum and her husband, German guitarist, Tom Kaulitz dressed as E.T., the extra-terrestrial from Steven Spielberg’s 1982 classic film.
 
Tap the link in @BBCNews’s bio to see how other celebrities dressed up for spooky season.
 
#Halloween #HeidiKlum #BBCNews"
DBzZgiXsvoP,"Why has Donald Trump climbed into a Make America Great Again-themed garbage truck?
 
Well, it comes after a row over a comment from US President Joe Biden, who appeared to refer to Trump supporters as “garbage”.
 
Biden posted online on Tuesday that his comment was actually directed at a comic who called Puerto Rico a “floating island of garbage” at a Trump rally at the weekend.
 
Tap the link in @BBCNews’s bio for the latest on the US election.
 
#USElection #BBCNews"
DBzSHD-NzVO,"$20,000,000,000,000,000,000,000,000,000,000,000.
 
That’s equivalent to two undecillion roubles, which is how much Russia has fined Google for restricting Russian state media channels on YouTube.
 
Google is one of the world’s wealthiest companies at $2 trillion, but with the world’s total GDP estimated to be $110 trillion by the International Monetary Fund, that amount is more money than there is in the world.
 
The fine has reached such a gargantuan level because state news agency Tass says it doubles every day if it is not paid.
 
According to Tass, Kremlin spokesman Dmitry Peskov admitted he ""cannot even pronounce this number"" but urged ""Google management to pay attention"". 
 
The company has not commented publicly or responded to a BBC request for a statement.
 
Tap the link in @BBCNews’s bio to find out why this is the latest escalation between Russia and the US tech giant.
 
(📷 Getty) 
 
#Google #Russia #BBCNews"
DBzDlfUM76z,"Drones have changed Russia’s war in Ukraine, with both countries using them against military targets.
 
But the BBC has heard eyewitness testimony and seen credible evidence that suggest Russia is using drones also against civilians in the frontline city of Kherson.
 
If Russia is found to be intentionally targeting civilians, it would be a war crime.
 
The Russian military did not respond to the BBC’s questions about the allegations. Since its full-scale invasion in February 2022. They have consistently denied deliberately targeting civilians.
 
Tap the link in @BBCNews’s bio to read more on how Ukrainians said they’ve been targeted by Russian drones.
 
#BBCNews"
DBy5RBHMe-F,"Cillian Murphy has said his new film Small Things Like These shows a “complex tale” of a different Ireland.
 
Based on a Booker-shortlisted story, the film tells the tale of a Wexford man who uncovers a terrible trauma at the local Magdalene Laundry.
 
Women and girls who became pregnant outside marriage were sent to the laundries for sinful transgression by their families, welfare authorities, the courts, police, clergymen and church organisations.
 
Murphy, who won the Best Actor Oscar for the lead role in Oppenheimer, plays the role of Furlong, who is a father of five daughters, in the drama set in 1985.
 
“It feels like it could be in the ‘50s or the ‘60s and it’s only when you drop in Come on Eileen or something and you realise, we’re actually in 1985,” the actor said.
 
Tap the link in @BBCNews’s bio to find out Murphy’s co-star Eileen Walsh said about the film.
 
(📷 PA Media)
 
#CillianMurphy #BBCNews"
DBywBEjqdNT,"Immortal, bloodthirsty creatures that feed on humans – they have sharp fangs and a hatred for sunlight and garlic.
 
Vampires might not be the hero you typically root for, but they’ve had us transfixed for centuries – and not just on Halloween.
 
The first short story about the monster written in the English language was John Polidori's The Vampyre in 1819.
 
More followed, with Bram Stoker's Dracula in 1897 inspiring F.W. Murnau's silent film Nosferatu in 1922 – which is being remade in 2025, to star Bill Skarsgård, Lily-Rose Depp and Nicholas Hoult.
 
And there’s been loads of TV shows dedicated to the monsters in recent years, including What We Do In The Shadows, Dracula and Interview with The Vampire.
 
But what's driving our hunger for these stories?
 
Tap the link in @BBCNews’s bio to find out why an expert thinks interest in vampires goes up around times of mass disease.
 
(📷 BBC / Getty)
 
#BBCNews #Vampires #Halloween"
DByheVDM45Y,"Some young French people of African descent are leaving Europe in search of a better life in Africa. They are choosing to leave France amid a backdrop of rising far right politics, a lack of opportunities, and social tensions.
 
For Menka who was born in Paris, leaving France is about finding better opportunities in Senegal.
 
He says in France there is a “glass ceiling” and little diversity to be seen in leadership roles. To him Africa feels more like “open arms” where “there is everything left to build.”
 
The BBC has followed this “silent exodus” through the lives of some French young people who are making the opposite journey their parents made decades earlier, all while capturing the challenges they face in building a new life away from what they know.
 
Tap the link in @BBCNews’s bio to read more about those leaving France.
 
#France #Diaspora #Senegal #BBCAfricaEye #BBCNews"
DByT6WKsxiZ,"Millions of Indians are celebrating Diwali, the festival of lights. It’s one of the most important events in the Hindu calendar.
 
The Indian city of Ayodhya has set a world record for the number of oil lamps lit to celebrate the Hindu festival of Deepotsava on the eve of the festival.
 
More than two-and-a-half million lamps lit up the banks of the Saryu river that runs through the state of Uttar Pradesh creating a glowing ribbon of fire.
 
People light the lamps and candles on the day to symbolise the triumph of light over darkness and good over evil.
 
Tap the link in @BBCNews’s bio to find out how else people celebrate the festival of light.
 
(📷 AP, Getty Images)
 
#Diwali #BBCNews"
DByOxKkKzhi,"Emergency teams in southern Spain are continuing to look for those feared missing after flash flooding killed at least 95 people.

Hundreds of soldiers have been deployed to Valencia, one of the worst-hit areas, to help with the rescue effort, and some places can only be reached by helicopter.

It comes after Spain's King Felipe VI warned yesterday that there had been ""enormous destruction"" to infrastructure and, as a result, some communities were harder to access.

Local authorities have issued warnings about false information circulating online, including whether Valencia's tap water is safe to drink.

Tap the link in @BBCNews’s bio to find out how experts think climate change has played a role in these floods.

(📷 Getty / EPA) 

#Spain #Flooding #BBCNews"
DBxO3ShsWEZ,"A viral post on X falsely claims that a Canadian citizen voted in the US election using a photo of a marked ballot as “proof.”
 
BBC Verify has found that the image was originally shared by a woman who voted in Florida two weeks earlier.
 
Tap the link in @BBCNews’s bio to read some other widespread US election claims that we’ve debunked.

#USElection #BBCVerify #BBCNews"
DBxBVLeI0tH,"It’s less than a week to go until the US election - so who’s ahead in the polls?
 
Right now the leads in some key states are so small, you can’t really tell who’s ahead from looking at polling averages, but you can see some overall trends.
 
Tap the link in @BBCNews’s bio to take a closer look at these trends as we get closer to 5 November.
 
#USElection #BBCNews"
DBw94P5qMD0,"“Both parties said we don't need to fight any more.”
 
Adidas has ended its ""fight"" with Kanye West over antisemitic comments he made in 2022.
 
Adidas discontinued the US rapper’s “Yeezy” collaboration at the time.
 
But on Tuesday, the company said it had reached a settlement with West to end all legal proceedings between them.
 
""There [aren't] any more open issues and there is no... money going either way,"" Adidas chief executive Bjorn Gulden said.
 
Tap the link in @BBCNews’s bio to find out what Adidas did with around €1.2bn (£840m) leftover Yeezy stock.
 
(📷 Getty)
 
#Adidas #KanyeWest #BBCNews"
DBw7IEBsBAj,"“Inspired by dreams that spark glory, and by glory that ignites new dreams.” 🚀
 
A Chinese spacecraft with a three-person crew, including the country’s first female space engineer, has docked in space.
 
The crew will use the space station as a base for six months to conduct experiments and carry out spacewalks ahead of its eventual mission to put someone on the Moon by 2030.
 
The launch of Shenzhou 19 is one of 100 launches China has planned in a record year of space exploration.
 
Tap the link in @BBCNews’s bio to find out which country China is trying to “race” to the moon.
 
(📷 CCTV)
 
#Space #China #BBCNews"
DBw4CIxqVo1,"We asked the people of Birmingham what they thought about the announcements in the Budget. 

Tap the link in @BBCNewsUK’s bio to find out how the Budget will affect you and your money.

#Budget #Birmingham #BBCNews"
DBwsb1ys-3M,"“Definitely not something that I had expected.”
 
Saoirse Ronan has said the reaction to a viral clip of her talking about women’s safety on The Graham Norton Show has been “wild”.
 
The Irish actress appeared on the BBC One talk show last week alongside actors Paul Mescal, Eddie Redmayne and Denzel Washington.
 
Redmayne explained he had been taught how to use a phone as a weapon while training for a role, and in response Mescal questioned whether anyone would realistically have time to take their phone out when being attacked.
 
Ronan interjected to say women have to think about that “all the time”, and the clip has been trending on social media in the days since.
 
The 30-year-old said it was “amazing” that this moment is “opening a conversation” and “allowing more women to just be like, well, yeah, actually, let’s talk about our experience”.
 
Tap the link in @BBCNews’s bio to find out what “survival tactic” the actor has used to stay safe in the past.   
 
(📷 PA/Reuters)
 
#SaoirseRonan #BBCNews"
DBwYfc0qCyh,"Vape liquid is about to get a little bit more expensive, UK Chancellor Rachel Reeves has said.
 
You’ll soon have to pay an extra £2.20 per 10ml of e-cigarette liquid from October 2026.
 
Prices of cigarettes will also go up too, as the government wants to “maintain the financial incentive to switch from tobacco to vaping”.
 
Tap the link in @BBCNewsUK’s bio to find out how the Budget affects you.
 
#Budget #BBCNews"
DBwTCGhKC27,"Conservative Party leader Rishi Sunak said the Budget shows that Labour will tax and spend far more than they promised.
 
UK Chancellor Rachel Reeves delivered Labour’s first Budget since 2010, after the party’s return to power in July’s general election.
 
Tap the link in @BBCNewsUK’s bio to read the key points from the 2024 Budget.
 
#Budget #BBCNews"
DBwSMYNqTA6,"“A penny off pints in the pub.”

The UK Chancellor of the Exchequer has pledged to cut the price of draught beer in pubs by 1.7%.

Rachel Reeves announced this as part of her Budget, which also included an increase in Capital Gains Tax, a freeze on fuel duty next year and the introduction of VAT on private school fees from January.

Tap @BBCNewsUK’s link in bio for how the Budget affects you.

#Budget #BBCNews"
DBwPscuqPSh,"UK Chancellor Rachel Reeves announces a 50% increase in air passenger tax for those travelling on private jets.
 
This is equivalent to £450 per passenger for a private jet.
 
A private jet “to say, California?” the chancellor joked, in an indirect reference to former Prime Minister Rishi Sunak.
 
For an economy-class short haul flight, Reeves also introduced an increase in tax of no more than £2.
 
Tap the link in @BBCNewsUK’s bio to find out what else was announced in Wednesday’s Budget.
 
#Budget #BBCNews"
DBwMNLRqJtV,"Chancellor Rachel Reeves has become the first woman in UK history to deliver the Budget.
 
She began her speech with a message to girls and young women saying “let there be no ceiling on your ambition, your hopes and your dreams”.
 
Tap the link in @BBCNewsUK’s bio to find out how the Budget affects you.
 
#Budget #BBCNews"
DBwLNLcqioP,"Rachel Reeves has said she will introduce VAT on private school fees.
 
The UK chancellor said it would help “provide the highest quality of support and teaching” to the 94% of children in the country who attend state schools.
 
Tap the link in @BBCNewsUK’s bio to find out what else was announced in the Budget and what it means for you.
 
#Budget #BBCNews"
DBv0YrOIGxK,"More than 40,000 stolen limited-edition coins based on the hit children’s show Bluey have been recovered in Australia, according to New South Wales Police.
 
The coins, which are worth A$1 ($0.65; 50p) each, were stolen from a warehouse in Western Sydney two months before their planned release.
 
The coins had reportedly been selling online for 10 times their face value.
 
Three people have so far been arrested over the alleged theft.
 
Tap the link in @BBCNews’s bio to find out which character the investigation was named after.
 
(📷 NSW Police/Ludo Studio/BBC Studios)
 
#Bluey #Australia #BBCNews"
DBvonemINa7,"More than 51 people have died after flash floods in south-eastern Spain, authorities have said.

The country has been badly hit by heavy rain and hailstorms, triggering rapid flooding across multiple regions.

Radio and TV stations have reportedly been receiving hundreds of calls for help from people trapped in flooded areas or searching for loved ones, as emergency services struggle to reach some areas.

Tap the link in @BBCNews's bio to learn about the weather phenomenon, DANA, which has caused this.

(Getty, Reuters)

#Spain #Flooding #BBCNews"
DBua1jEiE94,"Japan's Mount Fuji is still without snow in October, making it the longest time the mountain has been bare since records began in 1894.
 
The peaks of Japan's highest mountain typically get a sprinkling of snow by early October, but unusually warm weather has meant no snowfall has been reported so far this year.
 
The previous record of 26 October has been seen twice before in 1955 and 2016, Yutaka Katsuta, a forecaster at Kofu Local Meteorological Office told AFP.

In 2023 snow was first seen on the summit on 5 October, according to AFP news agency.

Japan had its joint hottest summer on record this year with temperatures between June and August being 1.76C (3.1F) higher than an average.

Tap the link in @BBCNews's bio to read about what else could be interrupting snow from falling on Mount Fuji.

(📷 Getty)

#MountFuji #Japan #BBCNews"
DBuV11DPvdB,"Have calls for Israel to limit attacks on Iran worked?
 
World leaders and organisations have previously asked for Israel to think twice about launching air strikes on Iran to avoid further escalation of tensions in the Middle East.
 
But over the last week, a number of videos have circulated online apparently showing Israeli strikes being intercepted by Iran's defence systems.
 
So what is Israel targeting in Iran?
 
Tap the link in @BBCNews's bio to find out more about the targets.
 
#Iran #Israel #BBCNews"
DBuNrbFMtmz,"A lost Maya city has been rediscovered after being lost to the Mexican jungle for centuries.
 
PhD student Luke Auld-Thomas made the discovery by accident after reanalysing old data, discovering pyramids, causeways, amphitheatre’s and even sports fields other archeologists had previously missed.
 
Using Lidar, a type of laser survey, the huge lost city was rediscovered and could have been home to roughly 50,000 people at its peak from 750 to 850 AD.
 
The city has been named Valeriana, and the team also believe it is second in density only to Calakmul, pictured, which is thought to be the largest Maya site in ancient Latin America.
 
Tap the link in @BBCNews’s bio to find out how more cities like Valeriana might be found.
 
(📷 Getty)

#Mexico #BBCNews"
DBuIEpht_I4,"""You've got to think before saying things.""
 
Some Puerto Ricans were left seething at a joke made at Donald Trump's rally the night before in New York, in which comic Tony Hinchcliffe described Puerto Rico as an ""island of garbage"".
 
The joke, some said, could come back to haunt the Republicans in a key swing state that Democrats won by a narrow margin of 1.17% - about 82,000 votes - in 2020.
 
Tap the link in @BBCNews's bio to read how the Harris campaign responded.
 
#PuertoRico #US #BBCNews"
DBt6i1rRQqi,"Gazans say basics like flour and oil will be hard to get if the UN Palestinian refugee agency Unrwa is banned by Israel.
 
Israel's allies - as well as Unicef and other aid agencies - have condemned last night's vote in the Israeli parliament that would effectively ban Unrwa, under laws due to come into effect within three months.
 
But a senior ally of Israeli PM Benjamin Netanyahu tells the BBC Israel will not give in to international pressure.
 
Unrwa is the biggest UN agency operation in Gaza - it employs some 13,000 people there and is key to humanitarian efforts.
 
Israel has objected to Unrwa for decades, with hostility hitting a boiling point after the 7 October attacks, with the country claiming some of the agency's staff were involved.
 
Tap the link in @BBCNews's bio to follow the latest developments on this.

(📷 Getty, AP, Reuters)
 
#Unrwa #Israel #BBCNews"
DBtq8prMR8U,"The race for the White House has entered its final week.
 
Polling data showing the race between Donald Trump and Kamala Harris is incredibly close.
 
More than 47 million people have already voted in the US presidential election.
 
Tap the link in @BBCNews’s bio for the latest analysis for the race to the White House.
 
#USPolitics #USElection #BBCNews"
DBthlbQR1-Y,"“I think it’s one of the best statues that’s been created.”
 
A newly unveiled statue of US basketball star Dwyane Wade has sparked online backlash.
 
The ex-Miami Heat icon called the statue ""beautiful"" when it was unveiled in Miami.
 
But critics said the statue's face looks more like actors Laurence Fishburne or Kelsey Grammer.
 
Tap the link in @BBCNews’s bio to find out who chose the iconic moment the statue depicts.
 
(📷 Getty/EPA)
 
#DwyaneWade #NBA #BBCNews"
DBtT755M8Y-,"A video of Donald Tump ballot papers being torn up in Pennsylvania is fake, according to local authorities.
 
The video, which has been widely circulated on social media, claimed to show a Bucks County election official tearing up Trump votes - but keeping papers marked for Kamala Harris.
 
But both Bucks County and local Republican officials have since called out the video for being fake, calling it “dangerous misinformation.”
 
Tap the link in @BBCNews’s bio to read the truth behind some of the most widespread claims about the election so far.
 
#USElection #BBCNews"
DBtJE0eR0nZ,"Thousands of Oasis fans face having their tickets for the band's upcoming reunion tour cancelled, according to promoters.
 
Live Nation and SJM have told the BBC that it will cancel more than 50,000 tickets which were re-listed on secondary sites such as Viagogo and Stubhub for their UK dates.
 
It said the process of cancelling tickets, believed to have broken the terms and conditions put in place, will happen soon and that all invalidated tickets will be made available again through the official seller, Ticketmaster, at face value.
 
There were 1.4 million tickets on sale when Oasis announced their UK tour in August, but more than 10 million fans from 158 countries joined the queue.
 
When tickets for the reunion went on sale, fans were told they could only purchase tickets at face value through Ticketmaster or resale partner, Twickets, to prevent ticket touting.
 
Tap the link in @BBCNews’s bio to find out how much the most expensive Oasis ticket on a resale website costs.
 
(📷 Getty / Simon Emmett)
 
#Oasis #Ticketmaster #BBCNews"
DBs7EgTskc2,"This is the moment two children were pulled from a car in the path of an oncoming train in the US.
 
The driver of the car and an off-duty county sheriff deputy rescued the children from the SUV after it became stuck on the gravel tracks in Redlands, California.
 
They carried the children in opposite directions seconds before the train stuck the SUV.
 
Tap the link in @BBCNews’s bio to watch the moment a woman was rescued from a burning building in Ohio earlier this month.
 
#California #BBCNews"
DBrzwXYMAWp,"Comedian Tony Hinchcliffe sparked fury and accusations of racism after calling Puerto Rico a “floating island of garbage”, at a Donald Trump rally.
 
A Trump adviser distanced the former president from the Puerto Rico joke, which was also denounced by Trump’s Democratic rival, Kamala Harris.
 
Puerto Ricans are the second-largest Latino subgroup and primarily live in the US swing states such as North Carolina, Georgia, Pennsylvania.
 
Tap the link in @BBCNews’s bio to read Tony Hinchcliffe’s statement on the joke.
 
#PuertoRico #USElection #BBCNews"
DBrslhIMev-,"Former Bolivian President Evo Morales said his vehicle was shot at on Sunday, in what he claimed was an assassination attempt.
 
Morales’s Movement for Socialism party said it held the current president Luis Arce’s government responsible, while Arce condemned violence in politics and pledged an investigation.
 
Tap the link in @BBCNews’s bio to read why both men from the same party have fallen out.
 
#Bolivia #SouthAmerica #BBCNews"
DBrgPs9qST3,"Does this street look familiar?

Chalcot Crescent in London’s Primrose Hill has always caught the attention of tourists, but it is now attracting a different kind of visitor altogether - Paddington fans.

A house on the street is the fictional home of the Brown family and the famous little bear - but residents are fed up with film tourists visiting the street and taking photos in front of their homes, according to councillor Matt Cooper.
 
And an Airbnb competition to allow fans to stay at one of the homes on the street is said to have been the 'final straw' for some.
 
The holiday booking firm has spent two weeks turning one of the homes into a replica of the Brown family home to mark the release of Paddington in Peru in November, but noise and five parking spots being taken up appears to be ""the straw breaking the camel’s back,"" says Mr Cooper.
 
In response, Airbnb has said it has never disclosed the location of the house and has made a ""sizeable donation"" to the Primrose Hill community.
 
Tap the link in @BBCNews's bio to read about other UK areas which have been hit by film tourism in recent years.
 
(📷 Getty Images)

#London #Paddington #BBCNews"
DBrQu_jsAks,"Dawn Sturgess died in 2018 after being poisoned by a nerve agent intended for a former Russian spy living in the UK.
 
Now, an independent inquiry is looking at what happened - with some evidence heard in private due to its highly classified nature.
 
The UK government blames Russia, claiming its agents intended to kill former Russian double agent Sergei Skripal and his daughter Yulia with Novichok.
 
President Putin has denied any involvement.
 
Tap the ink in @BBCNews’s bio to read more about the poisoning. 
 
#Russia #Sailsbury #Novichok #BBCNews"
DBrDGf0spvz,"“When Adele gave her that hug, everyone felt what they felt.”
 
Singer Adele burst into tears after spotting Celine Dion at her concert residency in Las Vegas.

The two singers then shared an emotional hug in the Colosseum Theater at Caesars Palace, a venue originally built for Dion’s 2003 debut residency.

Nasser, who filmed the moment on his phone, said: “This truly felt like she was proudly handing the keys to Adele.”

Tap the link in @BBCNews’s bio watch the full moment.

#Adele #CelineDion #BBCNews"
DBqvH2wR17k,"Manchester United have sacked manager Erik ten Hag following the club's poor start to the season.

Ten Hag's final game was Sunday's 2-1 defeat by West Ham that left the club 14th in the Premier League with just three wins from their opening nine matches.

United are also 21st of 36 teams in the Europa League table, having drawn their three opening fixtures.

Ruud van Nistelrooy, who joined the club as Ten Hag's assistant last summer, has been named as interim manager.

Tap the link in @BBCNews's bio to read more about the club's decision to part ways with ten Hag. 

(📸 Reuters and Getty)

#ManchesterUnited #ErikTenHag #BBCNews"
DBqijG9sTcu,"Plans to fine and imprison people for contaminating food with spit, urine or dirt has caused controversy in India.
 
The northern state of Uttarakhand plans to fine offenders up to 100,000 rupees ($1,190; £920), while neighbouring Uttar Pradesh is set to introduce stringent laws to address the issue.
 
It follows the circulation of unverified videos on social media allegedly showing some people mixing spit into food at local stores and restaurants.
 
Food and food habits are sensitive subjects in India as they are deeply intertwined with religion and the country’s hierarchical caste system.
 
Officials say strict laws are necessary to uphold hygienic practices, but opposition leaders and legal experts have questioned the efficacy of these laws and allege that they could also be misused to vilify a specific community.
 
Tap the link in @BBCNews’s bio to read about how many deaths and infections the Indian food standards authority believes are linked to unsafe food.
 
(📷 Getty)
 
#India #FoodHygiene #BBCNews"
DBqU-SuM5S-,"“I knew I should’ve worn the soft sweater.”
 
That was one fan’s reaction after Timothée Chalamet made a surprise appearance at a lookalike contest.
 
The star crashed the event for his own lookalikes in New York City and posed for pictures with fans.
 
Tap the link in @BBCNews’s bio to efind out who won the contest.
 
#TimothéeChalamet #BBCNews"
DBo1yZVMNka,"“I had a tank of Madagascar hissing cockroaches in my room as pets”.
 
US comedian Kate McKinnon says she wants to encourage young people to embrace the things about them that other people say are “weird”.
 
Tap the link in @BBCNews’s bio to hear the full interview.
 
#KateMcKinnon #BBCNews"
DBohDGJJsfM,"A singer has apologised after swearing on live TV and ""messing up"" a performance of the US national anthem.

Loomis performed The Star-Spangled Banner at an independent candidate debate on Wednesday which was broadcast live on TV station C-SPAN, as well as on the radio and online.

She's since said she ""didn’t mean to mess up the national anthem"".

“This has been something I’ve been scared of since I was a little girl… I was scared I was gonna fail and then I did, and the world’s seen it,” she said.

Tap the link in @BBCNews's bio to read more.

#BBCNews"
DBoTwnbMZLr,"Meet the Gen Z’s running for local office. 🇺🇸

The US presidential election is less than two weeks away and young voters are getting a lot of attention from both Democrats and Republicans.
 
But there are also some Gen Z candidates standing for local office, campaigning on financial issues. 
 
Gabriel Sanchez, 27, is a Democratic candidate and says most of Gen Z “aren’t able to own a home, afford healthcare or buy the basic things we need”.

Wyatt Gable, a 21-year-old Republican candidate, says money is “going to be the biggest thing on young people’s minds” when voting.
 
Tap the the link in @BBCNews’s bio to find out what the Gen Z’s running for local office stand for.
 
#USelection #Democrat #Republican #BBCNews"
DBmLy-sMizm,"“After 30 years they’re basically not worth anything.” 
 
Content creators in Japan are going viral for buying and renovating cheap, abandoned homes known as akiyas. 
 
In Tokyo, akiyas can be purchased for a fraction of the price of what a home would cost in other major cities around the world.
 
Tap the link in @BBCNews’s bio to find out more about the trend. 
 
#Akiyas #Japan #BBCNews"
DBmE99-sg2j,"Many Arab American Democrats are reconsidering their votes this election.
 
Some have told the BBC they’re hoping the Biden-Harris administration will take a firmer stance on Israel and work harder to prevent civilian deaths in Gaza.
 
Tap the link in @BBCNews’s bio to read the latest analysis on who is ahead in polls. 
 
#USElection #Trump #Harris #BBCNews"
DBl_RblMJO6,"“It changes the mood when I play the violin.”
 
Music teachers and students living in Gaza have had to adapt as the Edward Said Conservatory for Music in Gaza City was bombed by Israel earlier in the war. 
 
Tap the link in @BBCNews’s bio to read their story.
 
#BBCNews"
DBlq8o9xlsH,"Cosplayers are out in full force.

This year's EGX game show is teaming up with MCM Comic Con to put on a huge extravaganza in London's ExCeL Centre.

More than 100,000 attendees will travel from across the UK and beyond, organisers say. They can expect to see a showcase of upcoming games, comics, and other creations by the UK’s finest talents. 

Plus, there's cosplay, Dungeons & Dragons, and other out-of-the-ordinary fun like lightsaber battles. Yes, just like Star Wars, but with zero damage, thankfully.

Tap the link in @BBCNews's bio to see more from the event. 

#ComicCon #Gaming #Cosplay #BBCNews"
DBlg3tkttGe,"With half a billion fans and a business empire, MrBeast is YouTube’s biggest success story.
 
The influencer, real name Jimmy Donaldson, has built an image as one of the nicest guys on the internet, thanks to his videos giving away multi-million dollar cash prizes.
 
Yet while it has seemed nothing can dethrone the 26-year-old, a 54-page court document could be his toughest challenge yet.
 
Court documents allege contestants were ""shamelessly exploited"" in his upcoming series Beast Games.
 
Watch MrBeast: The King of YouTube? on BBC iPlayer in the UK now.
 
📷 Getty

#MrBeast #BeastGames #BBCNews"
DBlW6nVMGy6,"Israel launched air strikes on Iran overnight on Friday, with blasts heard in the capital Tehran.
 
The Israel Defense Forces say the strikes are in response to “months of continuous attacks” from Iran and after a barrage of Iranian missiles hit Israel on 1 October.

Iran’s defense forces said the attacks had been successfully countered but that there was “limited damage” in some locations and the deaths of two Iranian soldiers.
 
Tap the link in @BBCNews’s bio for live updates.
 
(📸: Vahid_Online via Telegram / Getty)
 
#Israel #Iran #BBCNews"
DBlTC9Ws75k,"“He was always a rebel and a black sheep.”
 
Gary Gygax created table-top roleplay game Dungeons & Dragons with his friend Dave Arneson after being fired from his job as an insurance underwriter.
 
As the game celebrates its 50th anniversary, Gary’s son Luke talks about the many highs and lows of his father’s life and relationship with the game.
 
Tap the link in @BBCNews’s bio to hear more of Luke’s interview.
 
#DungeonsAndDragons #BBCNews"
DBj_bM3MWSB,"Three Lebanese journalists have been killed in an Israeli air strike on a building known to be housing reporters in south-eastern Lebanon, witnesses have told the BBC.

Lebanon’s information minister said the attack was deliberate and described it as a “war crime”.

The Israeli military said it targeted a Hezbollah structure, but was reviewing the incident.
 
Tap the link in @BBCNews’s bio to read more about the incident.
 
#Israel #Lebanon #BBCNews"
DBj16kBNLny,"People in Georgia are preparing for a pivotal election.

Four of the country’s opposition groups have labelled it as a choice between Russia or Europe, while the governing Georgian Dream party, which has been in power for the past 12 years, is calling this election ""a choice between war and peace"".

Tap on @BBCNews’s bio to read more on Georgia’s election. 

#Georgia #BBCNews"
DBjq3RTMlv_,"Three Lebanese journalists have been killed after an Israeli air strike hit a building known to be housing reporters in southern Lebanon, witnesses have told the BBC.

The attack was carried out on a guesthouse in Hasbaya, at a compound being used by more than a dozen journalists from at least seven media organisations.

Those killed were camera operator Ghassan Najjar and engineer Mohamed Reda from pro-Iranian news channel Al Mayadeen, as well as camera operator Wissam Qassem from the Hezbollah-affiliated Al-Manar.

Lebanon's information minister accused Israel of intentionally targeting journalists, in contravention of international law.

The Israeli military says it targeted a Hezbollah structure, but is reviewing the incident.

Tap the link in @BBCNews's bio to read more about the ongoing conflict in Lebanon and Gaza.

#Lebanon #Gaza #Israel #BBCNews

(The caption in this post has been updated to include a response from the Israeli military received after publication.)"
DBjcte4M2Gg,"“Our lives will never be the same again.”
 
Alexander McCartney, 26, from County Armagh, has been sentenced to life in prison after admitting to the manslaughter of a 12-year-old Cimarron Thomas.
 
Cimarron took her own life after being abused by McCartney online and police believe he targeted around 3,500 children across 30 countries.
 
McCartney was at the centre of one of the world’s largest catfishing cases.
 
Click the link in BBCNews’s bio to read the interview with Cimarron’s grandparents.

#BBCNews"
DBjHLV_MYYT,"Mini is finally free! 
 
This is the moment a rescued monkey was finally released, after a BBC investigation exposed a global online monkey torture ring. 

Mini was taken from the forest after her mother was killed. Her owner tortured her and filmed it for sadistic customers mainly in the US and the UK.

After two years of rehabilitation at a sanctuary run by the Jakarta Animal Aid Network, Mini and her adopted family were deemed ready to return to the wild.

Tap the link in BBCNews’s bio to watch the full story.

#Indonesia #BBCNews"
DBi5tzYxJ1-,"""A professional and career high.""
 
A man who was twice-homeless as a teenager before becoming a multimillionaire entrepreneur has topped a list celebrating influential black Britons.
 
He told the BBC that although he grew up in a single-parent family on a housing estate in Lewisham in London, his disabled mum always encouraged her children to be positive, and gave them hope.
 
He twice became homeless as a teenager, but said he and his family always saw these as temporary challenges to be overcome.

Dean, who, after failing to make it as a professional footballer, began his career in a call centre, is now the boss of a software company.

Tap the link in @BBCNews's bio to find out more about his career.

(Getty)

#DeanForbes #ThePowerlist #BBCNews"
DBis69URoNk,"""I understand that there has been a massive increase in men seeking advice in prostate cancer in the last few days.""
 
Cyclist Sir Chris Hoy says he has been ""blown away"" by the number of men seeking cancer advice since he revealed his terminal diagnosis.
 
The six-time Olympic champion recently revealed that doctors told him he has between two and four years to live.

Hoy, from Scotland, said he had received ""incredible kindness and support"" since speaking out about his diagnosis.

Tap the link in @BBCNews's bio to find out what prostate cancer symptoms to look out for.

#Scotland #Cycling #BBCNews"
DBihiGvRbR2,"""I believe the brothers were subject to a tremendous amount of dysfunction in their home.""
 
Erik and Lyle Menendez - two brothers convicted of murdering their parents - should be resentenced by a judge and released on parole, the Los Angeles County district attorney has recommended.

The 1989 murders of Kitty and Jose Menendez in their Beverly Hills mansion have gripped the US for years and recently inspired a popular Netflix series.

The case centred on Erik and Lyle Menendez's motive in the murders, in which their parents were shot 13 times as they watched television.

George Gascón, LA County's top prosecutor, announced on Thursday that new evidence in the case merited a review of their life sentences.

Tap the link in @BBCNews's bio to find out more about the case.

#MenendezBrothers #BBCNews"
